videoId,field,languageId,currentValue,proposedValue,reasons,needsContentReview,published,reachability,httpStatus,checkedUrl,finalUrl
2_0-Theophilus,VideoTitle.value,6464,थियुफिलुस ,थियुफिलुस,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/theophilus/english,https://www.jesusfilm.org/watch/theophilus.html/english.html
2_0-Nightwatch,VideoTitle.value,6464,रात का पहरा ,रात का पहरा,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/nightwatch/thai,https://www.jesusfilm.org/watch/nightwatch.html/thai.html
2_Acts7318-0-0,VideoTitle.value,3934, Мученичество Стефана,Мученичество Стефана,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/stoning-of-stephen/russian,https://www.jesusfilm.org/watch/stoning-of-stephen.html/russian.html
2_Acts7318-0-0,VideoTitle.value,6464,स्तिुफनुस पर पथराव ,स्तिुफनुस पर पथराव,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/stoning-of-stephen/arabic-tunisian,https://www.jesusfilm.org/watch/stoning-of-stephen.html/arabic-tunisian.html
2_0-Good,VideoTitle.value,22658,"صالح

",صالح,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/good/arabic-modern-standard,https://www.jesusfilm.org/watch/good.html/arabic-modern-standard.html
2_0-Good,VideoTitle.value,6464,अच्छा ,अच्छा,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/good/arabic-modern-standard,https://www.jesusfilm.org/watch/good.html/arabic-modern-standard.html
GoodStory,VideoTitle.value,143871,Нэгэн Сайн Түүх ,Нэгэн Сайн Түүх,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/retelling-the-good-story/english,https://www.jesusfilm.org/watch/retelling-the-good-story.html/english.html
GoodStory,VideoTitle.value,18259,Нэгэн Сайн Түүх ,Нэгэн Сайн Түүх,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/retelling-the-good-story/english,https://www.jesusfilm.org/watch/retelling-the-good-story.html/english.html
2_Acts7368-0-0,VideoTitle.value,1106,"
Paulus segelt nach Rom",Paulus segelt nach Rom,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/paul-sails-for-rome/tamazight-central-atlas,https://www.jesusfilm.org/watch/paul-sails-for-rome.html/tamazight-central-atlas.html
2_Acts7368-0-0,VideoTitle.value,3934, Павел отплывает в Рим,Павел отплывает в Рим,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/paul-sails-for-rome/russian,https://www.jesusfilm.org/watch/paul-sails-for-rome.html/russian.html
2_Acts7368-0-0,VideoTitle.value,6464,रोम के लिए पौलुस सीलास ,रोम के लिए पौलुस सीलास,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/paul-sails-for-rome/tamazight-central-atlas,https://www.jesusfilm.org/watch/paul-sails-for-rome.html/tamazight-central-atlas.html
2_Acts7368-0-0,VideoTitle.value,6788, پولس به سوی روم حرکت میکند,پولس به سوی روم حرکت میکند,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/paul-sails-for-rome/tamazight-central-atlas,https://www.jesusfilm.org/watch/paul-sails-for-rome.html/tamazight-central-atlas.html
2_Acts7337-0-0,VideoTitle.value,1106,Die Verwechselung in Lystra ,Die Verwechselung in Lystra,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/mistaken-identity-in-lystra/arabic-tunisian,https://www.jesusfilm.org/watch/mistaken-identity-in-lystra.html/arabic-tunisian.html
2_Acts7337-0-0,VideoTitle.value,1942,Listra'da Yanlış Hüviyet ,Listra'da Yanlış Hüviyet,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/mistaken-identity-in-lystra/arabic-tunisian,https://www.jesusfilm.org/watch/mistaken-identity-in-lystra.html/arabic-tunisian.html
2_Acts7337-0-0,VideoTitle.value,584, Identidade Equivocada em Listra,Identidade Equivocada em Listra,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/mistaken-identity-in-lystra/portuguese-brazil,https://www.jesusfilm.org/watch/mistaken-identity-in-lystra.html/portuguese-brazil.html
2_GOJ4910-0-0,VideoTitle.value,3934,Сын Чиновника Исцелён ,Сын Чиновника Исцелён,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/official-son-healed/russian,https://www.jesusfilm.org/watch/official-son-healed.html/russian.html
2_GOJ4910-0-0,VideoTitle.value,6464,राजकर्मचारी के पुत्र को चंगा करना ,राजकर्मचारी के पुत्र को चंगा करना,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/official-son-healed/hindi,https://www.jesusfilm.org/watch/official-son-healed.html/hindi.html
2_GOJ4925-0-0,VideoTitle.value,3934,Добрый Пастырь ,Добрый Пастырь,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/the-good-shepherd/russian,https://www.jesusfilm.org/watch/the-good-shepherd.html/russian.html
2_GOJ4925-0-0,VideoTitle.value,6464,अच्छा चरवाहा ,अच्छा चरवाहा,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/the-good-shepherd/hindi,https://www.jesusfilm.org/watch/the-good-shepherd.html/hindi.html
1_mld11-0-0,VideoTitle.value,139485,آخر يوم لي - اعلان ,آخر يوم لي - اعلان,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/my-last-day-trailer/jamaican-patwa,https://www.jesusfilm.org/watch/my-last-day-trailer.html/jamaican-patwa.html
1_mld11-0-0,VideoTitle.value,22658,آخر يوم لي - اعلان ,آخر يوم لي - اعلان,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/my-last-day-trailer/arabic-modern-standard,https://www.jesusfilm.org/watch/my-last-day-trailer.html/arabic-modern-standard.html
1_riv_01-0-0,VideoTitle.value,6464,परिवार में ,परिवार में,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/in-the-family/hindi,https://www.jesusfilm.org/watch/in-the-family.html/hindi.html
3_0-40DWJ_07-0-0,VideoTitle.value,6788,روز هفتم: معجزه بدست آوردن ,روز هفتم: معجزه بدست آوردن,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/day-7-miracle-catch/farsi-western,https://www.jesusfilm.org/watch/day-7-miracle-catch.html/farsi-western.html
2_Acts7335-0-0,VideoTitle.value,21754,保罗于彼西底的安提阿之事工 ,保罗于彼西底的安提阿之事工,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/paul-s-ministry-in-pisidian-antioch/tamazight-central-atlas,https://www.jesusfilm.org/watch/paul-s-ministry-in-pisidian-antioch.html/tamazight-central-atlas.html
2_Acts7335-0-0,VideoTitle.value,3934, Служение Павла в Антиохии Писидийской,Служение Павла в Антиохии Писидийской,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/paul-s-ministry-in-pisidian-antioch/russian,https://www.jesusfilm.org/watch/paul-s-ministry-in-pisidian-antioch.html/russian.html
2_Acts7335-0-0,VideoTitle.value,6464,पिसिदिया के अन्ताकिया में पौलुस की सेवा ,पिसिदिया के अन्ताकिया में पौलुस की सेवा,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/paul-s-ministry-in-pisidian-antioch/tamazight-central-atlas,https://www.jesusfilm.org/watch/paul-s-ministry-in-pisidian-antioch.html/tamazight-central-atlas.html
1_riv_02-0-0,VideoTitle.value,1106,"Schöpfung
Schöpferische Hände
Gestaltende Hände
Das Werk der Hände ",Schöpfung Schöpferische Hände Gestaltende Hände Das Werk der Hände,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/handiwork/pashto-yusufzai,https://www.jesusfilm.org/watch/handiwork.html/pashto-yusufzai.html
1_riv_06-0-0,VideoTitle.value,6464,शांति ढूँढना ,शांति ढूँढना,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/finding-peace/hindi,https://www.jesusfilm.org/watch/finding-peace.html/hindi.html
8_NBC06,Video.slug,,6-being-made-new,6-being-made,version-tag-remnant,false,true,LIVE,200,https://www.jesusfilm.org/watch/6-being-made-new/italian,https://www.jesusfilm.org/watch/6-being-made-new.html/italian.html
8_NBC06,VideoTitle.value,529,6. Being Made New,6. Being Made,version-tag-remnant,false,true,LIVE,200,https://www.jesusfilm.org/watch/6-being-made-new/english,https://www.jesusfilm.org/watch/6-being-made-new.html/english.html
2_Acts7321-0-0,VideoTitle.value,3887,Thuật Sĩ Si-môn ,Thuật Sĩ Si-môn,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/simon-the-sorcerer/spanish-latin-american,https://www.jesusfilm.org/watch/simon-the-sorcerer.html/spanish-latin-american.html
2_Acts7321-0-0,VideoTitle.value,3934, Симон-волхв,Симон-волхв,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/simon-the-sorcerer/russian,https://www.jesusfilm.org/watch/simon-the-sorcerer.html/russian.html
2_Acts7321-0-0,VideoTitle.value,6464,जादूगर शमौन ,जादूगर शमौन,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/simon-the-sorcerer/spanish-latin-american,https://www.jesusfilm.org/watch/simon-the-sorcerer.html/spanish-latin-american.html
2_Acts7324-0-0,VideoTitle.value,3934, Савл в Дамаске и Иерусалиме,Савл в Дамаске и Иерусалиме,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/saul-in-damascus-and-jerusalem/russian,https://www.jesusfilm.org/watch/saul-in-damascus-and-jerusalem.html/russian.html
2_Acts7324-0-0,VideoTitle.value,6464,यरुशलेम और दमि़शक में शाऊल ,यरुशलेम और दमि़शक में शाऊल,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/saul-in-damascus-and-jerusalem/arabic-tunisian,https://www.jesusfilm.org/watch/saul-in-damascus-and-jerusalem.html/arabic-tunisian.html
2_0-Not-Evelyn-Cho,VideoTitle.value,6464,इवेलिन चो नहीं ,इवेलिन चो नहीं,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/not-evelyn-cho/hindi,https://www.jesusfilm.org/watch/not-evelyn-cho.html/hindi.html
2_Acts7316-0-0,VideoTitle.value,1106,Die Gefangennahme des Stephanus ,Die Gefangennahme des Stephanus,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/stephen-seized/arabic-tunisian,https://www.jesusfilm.org/watch/stephen-seized.html/arabic-tunisian.html
2_Acts7316-0-0,VideoTitle.value,3934, Арест Стефана,Арест Стефана,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/stephen-seized/russian,https://www.jesusfilm.org/watch/stephen-seized.html/russian.html
2_Acts7316-0-0,VideoTitle.value,6464,स्तिुफनुस की गिरफ़्तारी ,स्तिुफनुस की गिरफ़्तारी,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/stephen-seized/arabic-tunisian,https://www.jesusfilm.org/watch/stephen-seized.html/arabic-tunisian.html
2_Acts7329-0-0,VideoTitle.value,3934, Петр объясняет свои действия,Петр объясняет свои действия,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/peter-explains-his-actions/russian,https://www.jesusfilm.org/watch/peter-explains-his-actions.html/russian.html
2_0-Just-An-Outside-Shot,VideoTitle.value,407,صرف بیرونی طور پر گولی لگی تھی۔ ,صرف بیرونی طور پر گولی لگی تھی۔,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/just-an-outside-shot/arabic-modern-standard,https://www.jesusfilm.org/watch/just-an-outside-shot.html/arabic-modern-standard.html
3_0-40DWJ_37-0-0,VideoTitle.value,7083,37 日目：イエスの死 ,37 日目：イエスの死,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/day-37-death-of-jesus/kabyle,https://www.jesusfilm.org/watch/day-37-death-of-jesus.html/kabyle.html
2_FileZero09-0-0,VideoTitle.value,1942,"Bölüm 9

",Bölüm 9,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/episode-9/catalan-valencian-balear,https://www.jesusfilm.org/watch/episode-9.html/catalan-valencian-balear.html
2_FileZero09-0-0,VideoTitle.value,21753,第9集 ,第9集,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/episode-9/catalan-valencian-balear,https://www.jesusfilm.org/watch/episode-9.html/catalan-valencian-balear.html
2_FileZero09-0-0,VideoTitle.value,22658,"الحلقة 9
",الحلقة 9,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/episode-9/catalan-valencian-balear,https://www.jesusfilm.org/watch/episode-9.html/catalan-valencian-balear.html
1_riv_08-0-0,VideoTitle.value,6464,दिये साफ़ करना ,दिये साफ़ करना,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/cleaning-the-lamps/hindi,https://www.jesusfilm.org/watch/cleaning-the-lamps.html/hindi.html
2_0-Fracture,VideoTitle.value,6464,हड्डी टूटना ,हड्डी टूटना,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/fracture/english,https://www.jesusfilm.org/watch/fracture.html/english.html
1_riv_10-0-0,VideoTitle.value,6464,ड्रॉप्ड स्टिच ,ड्रॉप्ड स्टिच,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/the-dropped-stitch/hindi,https://www.jesusfilm.org/watch/the-dropped-stitch.html/hindi.html
2_0-UseThisApp05,VideoTitle.value,6464,खेल से संबंध ,खेल से संबंध,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/the-sports-connection/hindi,https://www.jesusfilm.org/watch/the-sports-connection.html/hindi.html
1_riv_11-0-0,VideoTitle.value,6464,जन्म ,जन्म,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/births/hindi,https://www.jesusfilm.org/watch/births.html/hindi.html
2_GOJ4944-0-0,VideoTitle.value,407,یسوع  کو مصلوبیت  ,یسوع کو مصلوبیت,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/the-crucifixion-of-jesus/urdu,https://www.jesusfilm.org/watch/the-crucifixion-of-jesus.html/urdu.html
2_GOJ4944-0-0,VideoTitle.value,496,La Crucifixion de Jésus ,La Crucifixion de Jésus,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/the-crucifixion-of-jesus/french,https://www.jesusfilm.org/watch/the-crucifixion-of-jesus.html/french.html
2_GOJ4944-0-0,VideoTitle.value,6464,यीशु का क्रूस पर चढ़ाया जाना ,यीशु का क्रूस पर चढ़ाया जाना,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/the-crucifixion-of-jesus/hindi,https://www.jesusfilm.org/watch/the-crucifixion-of-jesus.html/hindi.html
2_0-UseThisApp02,VideoTitle.value,3934,Язык Не Должен Препятствовать ,Язык Не Должен Препятствовать,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/language-doesn-t-have-to-be-a-barrier/russian,https://www.jesusfilm.org/watch/language-doesn-t-have-to-be-a-barrier.html/russian.html
2_0-UseThisApp02,VideoTitle.value,6464,भाषा में कोई बाधा नही होनी चाहिए ,भाषा में कोई बाधा नही होनी चाहिए,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/language-doesn-t-have-to-be-a-barrier/hindi,https://www.jesusfilm.org/watch/language-doesn-t-have-to-be-a-barrier.html/hindi.html
2_PrayingHandsVert,Video.slug,,praying_hands_vert,praying hands vert,underscore,false,true,LIVE,200,https://www.jesusfilm.org/watch/praying_hands_vert/english,https://www.jesusfilm.org/watch/praying_hands_vert.html/english.html
2_PrayingHandsVert,VideoVariant.slug,529,praying_hands_vert/english,praying hands vert/english,underscore,false,true,LIVE,200,https://www.jesusfilm.org/watch/praying_hands_vert/english,https://www.jesusfilm.org/watch/praying_hands_vert.html/english.html
2_PrayingHandsVert,VideoVariant.slug,496,praying_hands_vert/french,praying hands vert/french,underscore,false,true,LIVE,200,https://www.jesusfilm.org/watch/praying_hands_vert/french,https://www.jesusfilm.org/watch/praying_hands_vert.html/french.html
2_PrayingHandsVert,VideoVariant.slug,21028,praying_hands_vert/spanish-latin-american,praying hands vert/spanish-latin-american,underscore,false,true,LIVE,200,https://www.jesusfilm.org/watch/praying_hands_vert/spanish-latin-american,https://www.jesusfilm.org/watch/praying_hands_vert.html/spanish-latin-american.html
2_PrayingHandsVert,VideoVariant.slug,21046,praying_hands_vert/spanish-castilian,praying hands vert/spanish-castilian,underscore,false,true,LIVE,200,https://www.jesusfilm.org/watch/praying_hands_vert/spanish-castilian,https://www.jesusfilm.org/watch/praying_hands_vert.html/spanish-castilian.html
2_PrayingHandsVert,VideoVariant.slug,22658,praying_hands_vert/arabic-modern-standard,praying hands vert/arabic-modern-standard,underscore,false,true,LIVE,200,https://www.jesusfilm.org/watch/praying_hands_vert/arabic-modern-standard,https://www.jesusfilm.org/watch/praying_hands_vert.html/arabic-modern-standard.html
2_PrayingHandsVert,VideoVariant.slug,584,praying_hands_vert/portuguese-brazil,praying hands vert/portuguese-brazil,underscore,false,true,LIVE,200,https://www.jesusfilm.org/watch/praying_hands_vert/portuguese-brazil,https://www.jesusfilm.org/watch/praying_hands_vert.html/portuguese-brazil.html
2_PrayingHandsVert,VideoVariant.slug,1106,praying_hands_vert/german-standard,praying hands vert/german-standard,underscore,false,true,LIVE,200,https://www.jesusfilm.org/watch/praying_hands_vert/german-standard,https://www.jesusfilm.org/watch/praying_hands_vert.html/german-standard.html
2_PrayingHandsVert,VideoVariant.slug,20615,praying_hands_vert/mandarin-china,praying hands vert/mandarin-china,underscore,false,true,LIVE,200,https://www.jesusfilm.org/watch/praying_hands_vert/mandarin-china,https://www.jesusfilm.org/watch/praying_hands_vert.html/mandarin-china.html
2_PrayingHandsVert,VideoVariant.slug,170534,praying_hands_vert/bahasa-melayu-2,praying hands vert/bahasa-melayu-2,underscore,false,true,LIVE,200,https://www.jesusfilm.org/watch/praying_hands_vert/bahasa-melayu-2,https://www.jesusfilm.org/watch/praying_hands_vert.html/bahasa-melayu-2.html
2_PrayingHandsVert,VideoVariant.slug,3887,praying_hands_vert/vietnamese,praying hands vert/vietnamese,underscore,false,true,LIVE,200,https://www.jesusfilm.org/watch/praying_hands_vert/vietnamese,https://www.jesusfilm.org/watch/praying_hands_vert.html/vietnamese.html
2_PrayingHandsVert,VideoVariant.slug,13169,praying_hands_vert/thai,praying hands vert/thai,underscore,false,true,LIVE,200,https://www.jesusfilm.org/watch/praying_hands_vert/thai,https://www.jesusfilm.org/watch/praying_hands_vert.html/thai.html
2_PrayingHandsVert,VideoVariant.slug,3934,praying_hands_vert/russian,praying hands vert/russian,underscore,false,true,LIVE,200,https://www.jesusfilm.org/watch/praying_hands_vert/russian,https://www.jesusfilm.org/watch/praying_hands_vert.html/russian.html
2_FileZero12-0-0,VideoTitle.value,21753,第12集 ,第12集,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/episode-12/albanian,https://www.jesusfilm.org/watch/episode-12.html/albanian.html
2_FileZero12-0-0,VideoTitle.value,22658,"الحلقة 12
",الحلقة 12,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/episode-12/albanian,https://www.jesusfilm.org/watch/episode-12.html/albanian.html
2_FileZero12-0-0,VideoTitle.value,6464,धारावाहिक १२ ,धारावाहिक १२,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/episode-12/albanian,https://www.jesusfilm.org/watch/episode-12.html/albanian.html
2_0-UltimateSacrifice,VideoTitle.value,584,Sacrifício final,Sacrifício,version-tag-remnant,false,true,LIVE,200,https://www.jesusfilm.org/watch/ultimate-sacrifice/english,https://www.jesusfilm.org/watch/ultimate-sacrifice.html/english.html
global_soccer_event_collection,Video.slug,,soccer_event_collection,soccer event collection,underscore,false,true,LIVE,200,https://www.jesusfilm.org/watch/soccer_event_collection/english,https://www.jesusfilm.org/watch/soccer_event_collection.html/english.html
global_soccer_event_collection,VideoVariant.slug,529,soccer_event_collection/english,soccer event collection/english,underscore,false,true,LIVE,200,https://www.jesusfilm.org/watch/soccer_event_collection/english,https://www.jesusfilm.org/watch/soccer_event_collection.html/english.html
global_soccer_event_collection,VideoVariant.slug,7546,soccer_event_collection/sotho-southern,soccer event collection/sotho-southern,underscore,false,true,LIVE,200,https://www.jesusfilm.org/watch/soccer_event_collection/sotho-southern,https://www.jesusfilm.org/watch/soccer_event_collection.html/sotho-southern.html
global_soccer_event_collection,VideoVariant.slug,21064,soccer_event_collection/portuguese-portugal,soccer event collection/portuguese-portugal,underscore,false,true,LIVE,200,https://www.jesusfilm.org/watch/soccer_event_collection/portuguese-portugal,https://www.jesusfilm.org/watch/soccer_event_collection.html/portuguese-portugal.html
global_soccer_event_collection,VideoVariant.slug,5048,soccer_event_collection/fulfulde-pulaar,soccer event collection/fulfulde-pulaar,underscore,false,true,LIVE,200,https://www.jesusfilm.org/watch/soccer_event_collection/fulfulde-pulaar,https://www.jesusfilm.org/watch/soccer_event_collection.html/fulfulde-pulaar.html
global_soccer_event_collection,VideoVariant.slug,1444,soccer_event_collection/afrikaans,soccer event collection/afrikaans,underscore,false,true,LIVE,200,https://www.jesusfilm.org/watch/soccer_event_collection/afrikaans,https://www.jesusfilm.org/watch/soccer_event_collection.html/afrikaans.html
global_soccer_event_collection,VideoVariant.slug,689,soccer_event_collection/azerbaijani-north,soccer event collection/azerbaijani-north,underscore,false,true,LIVE,200,https://www.jesusfilm.org/watch/soccer_event_collection/azerbaijani-north,https://www.jesusfilm.org/watch/soccer_event_collection.html/azerbaijani-north.html
global_soccer_event_collection,VideoVariant.slug,178043,soccer_event_collection/khmer-standard,soccer event collection/khmer-standard,underscore,false,true,LIVE,200,https://www.jesusfilm.org/watch/soccer_event_collection/khmer-standard,https://www.jesusfilm.org/watch/soccer_event_collection.html/khmer-standard.html
global_soccer_event_collection,VideoVariant.slug,20526,soccer_event_collection/albanian,soccer event collection/albanian,underscore,false,true,LIVE,200,https://www.jesusfilm.org/watch/soccer_event_collection/albanian,https://www.jesusfilm.org/watch/soccer_event_collection.html/albanian.html
global_soccer_event_collection,VideoVariant.slug,646,soccer_event_collection/armenian,soccer event collection/armenian,underscore,false,true,LIVE,200,https://www.jesusfilm.org/watch/soccer_event_collection/armenian,https://www.jesusfilm.org/watch/soccer_event_collection.html/armenian.html
global_soccer_event_collection,VideoVariant.slug,6930,soccer_event_collection/hebrew,soccer event collection/hebrew,underscore,false,true,LIVE,200,https://www.jesusfilm.org/watch/soccer_event_collection/hebrew,https://www.jesusfilm.org/watch/soccer_event_collection.html/hebrew.html
global_soccer_event_collection,VideoVariant.slug,1107,soccer_event_collection/hungarian,soccer event collection/hungarian,underscore,false,true,LIVE,200,https://www.jesusfilm.org/watch/soccer_event_collection/hungarian,https://www.jesusfilm.org/watch/soccer_event_collection.html/hungarian.html
global_soccer_event_collection,VideoVariant.slug,371,soccer_event_collection/kazakh,soccer event collection/kazakh,underscore,false,true,LIVE,200,https://www.jesusfilm.org/watch/soccer_event_collection/kazakh,https://www.jesusfilm.org/watch/soccer_event_collection.html/kazakh.html
global_soccer_event_collection,VideoVariant.slug,3804,soccer_event_collection/korean,soccer event collection/korean,underscore,false,true,LIVE,200,https://www.jesusfilm.org/watch/soccer_event_collection/korean,https://www.jesusfilm.org/watch/soccer_event_collection.html/korean.html
global_soccer_event_collection,VideoVariant.slug,1964,soccer_event_collection/bulgarian,soccer event collection/bulgarian,underscore,false,true,LIVE,200,https://www.jesusfilm.org/watch/soccer_event_collection/bulgarian,https://www.jesusfilm.org/watch/soccer_event_collection.html/bulgarian.html
global_soccer_event_collection,VideoVariant.slug,1109,soccer_event_collection/croatian,soccer event collection/croatian,underscore,false,true,LIVE,200,https://www.jesusfilm.org/watch/soccer_event_collection/croatian,https://www.jesusfilm.org/watch/soccer_event_collection.html/croatian.html
